NAME	BLCA_C	BRCA_C	CESC_C	COAD_C	KICH_C	KIRC_C	KIRP_C	LUAD_C	LUSC_C	OV_C	PRAD_C	READ_C	UCEC_C	BLCA_N	BRCA_N	CESC_N	COAD_N	KICH_N	KIRC_N	KIRP_N	LUAD_N	LUSC_N	PRAD_N	READ_N	UCEC_N
NKX2-1	0	0	0.22745	0	0	0	0	2981.0092	81.564	0	1.6577	0	0	0	0	0	0	0	0	0	2671.4252	2132.9182	0.3579	0	0
NOG	2.4578	2.89635	2.37685	1.387	1.74075	14.6569	3.0411	14.5063	5.0468	19.4471	6.3189	1.43755	36.85715	5.3004	6.291	7.5908	3.3543	9.1582	7.74605	9.54585	23.198	14.3655	14.8241	3.94005	13.7379
NOTCH1	1469.4509	924.96305	2347.93935	2626.4226	748.66755	1653.2432	667.2139	1106.1277	1782.5774	1452.3456	842.4487	2858.5521	1618.1747	1955.5113	1573.4187	1321.1221	2273.2783	1180.4704	1049.6667	1416.3246	2383.0393	2261.7219	1589.8733	1905.3096	1580.4151
OCLN	208.01025	449.38885	240.5807	554.2489	377.7172	128.7458	469.3141	796.7564	170.8932	463.7731	318.8864	591.70655	377.5105	189.1473	294.7826	27.0627	773.3509	724.3289	734.37155	604.0287	1000.8569	905.3299	223.78255	584.29175	73.16195
OLFM1	30.86785	324.0227	155.60685	55.8882	21.78245	76.0212	42.6099	145.6903	335.7979	38.7289	444.2842	71.3369	44.9138	465.9913	560.4633	1319.8081	282.9268	258.7486	145.8534	103.8144	337.9283	451.9471	454.26245	386.06945	704.05725
OVOL2	209.31095	262.63225	233.4238	225.7504	5.3334	0.4129	26.3881	181.5774	127.0825	366.1485	234.3215	209.55735	328.82555	92.1283	140.5906	3.5336	315.0832	61.5077	47.0696	49.825	107.0922	90.6271	193.3805	220.227	94.96015
PAX3	0	1.7938	0	0	0	0	0	0	1.1342	0	0.3943	0	0	1.0504	7.0516	0.6601	0	0.2936	0	0	0	0	1.04795	0	0
PBLD	103.6093	155.66965	75.4107	351.6636	179.9418	1571.831	782.8874	146.5081	71.3463	118.8286	225.4315	300.6831	191.10825	185.8054	209.5588	92.5795	1969.4042	2019.0406	3124.8452	3989.66195	107.0872	109.8283	197.118	1006.5514	200.0564
PHLDB1	926.2432	1694.92275	661.2563	1086.3188	551.27215	2083.2642	1756.9528	1497.8791	976.3643	1650.8121	1052.4695	1120.0932	1716.73125	1664.5774	3196.3093	2892.392	1814.3724	2634.6699	1874.8748	2257.14175	1800.497	1911.6771	1456.6256	1673.1469	2957.64935
PHLDB2	841.21415	554.56545	725.72505	177.2348	2413.5523	2016.1397	1895.4512	407.8947	1559.9378	176.3546	623.8214	199.68075	141.4761	1482.4213	1430.6242	1487.2792	301.4418	2273.2899	2854.99825	2469.7483	1564.1402	1544.5044	927.01375	716.5904	1045.3791
POFUT2	685.8279	584.96905	457.9966	506.6274	725.16705	721.714	740.1186	739.251	627.1961	692.8839	769.8361	503.2919	756.23565	589.725	553.5629	766.6667	390.5472	599.1546	458.70745	554.4202	526.8293	571.885	685.21885	418.0881	871.7807
PPP2CA	2785.20125	3249.34935	3490.73815	2613.1628	3091.36865	2825.8531	2385.7521	2584.6881	2641.8451	2886.2672	2726.3574	2641.77515	2859.6581	2818.4952	2537.4979	2964.6552	2698.3561	3093.799	3068.44595	2666.78515	2483.2672	2430.3476	2548.49825	3051.6529	2614.106
RBPJ	521.519	631.527	421.7202	435.1	681.12315	804.4175	424.9346	761.9844	516.7822	636.3963	615.515	478.78235	725.88365	0	0	0	0	0	0	0	0	0	0	0	0
RTN4	6520.67585	6226.0038	4329.5529	4342.4545	8174.3584	7349.2387	8424.1364	4841.7526	5569.6203	3432.7166	5038.5412	4434.5519	3155.5323	10020.1225	8613.7366	5542.4028	5699.4303	11927.4522	10952.88235	10297.0719	6343.1843	6421.1948	6821.286	6663.55085	5203.2962
S100A4	2162.7515	1157.5512	1065.66975	942.2081	227.3114	1112.9168	638.6656	2113.943	1135.3483	1399.1071	429.2082	1016.215	1065.6254	2774.0404	2385.7291	3954.7855	1162.2449	1814.7519	1030.7785	621.2545	6683.4345	7330.255	858.04675	1697.95255	1126.40615
SDC1	28027.10515	6335.21055	20017.45045	6507.2614	1614.37315	2817.541	5041.3279	11787.8689	21023.79	1323.2278	1822.6048	5655.4709	3635.77175	20960.7802	2106.8097	97.1731	6336.227	8085.1439	7380.28475	10458.32975	7588.0644	6602.4169	3264.52855	4022.02085	308.15265
SDCBP	2844.64905	3254.66725	2450.38265	3804.9075	2342.4757	3864.9978	4004.3516	4326.3969	3430.4058	2915.0556	2855.0391	3943.943	3248.34725	655.7725	57.6508	195.9769	5718.4846	153.5311	90.35525	94.02775	163.4063	177.4375	89.5563	4575.1033	71.06365
SDHAF2	745.5985	677.6018	643.58545	590.8257	728.01615	546.1783	600.1819	690.4616	710.3659	933.0065	710.9349	587.7591	859.07915	620.155	561.7174	788.3392	646.9624	724.822	585.21665	597.19795	580.6603	591.6784	650.8368	642.5032	604.56375
SERPINB3	91.57325	0	6716.76365	0	0	0	0	6.7555	862.727	0	10.6009	0	3.62125	55.7769	0	66.3366	0	0	0.5289	1.16655	8.25	34.6073	36.6989	0	0
SERPINH1	5970.52955	4907.35115	4151.81275	3963.444	2167.31815	4759.5133	3851.1848	5532.043	6364.1485	7872.8085	1951.7749	3933.2906	7153.09455	3482.2785	2755.7569	5686.0864	2000	1668.0748	1581.09695	1611.77235	2573.8564	2912.1276	2016.46955	1966.3912	6397.9348
SFRP1	58.5783	662.63555	514.2977	14.8017	27.8159	65.1319	26.6611	33.9693	86.5674	217.756	1474.7095	26.77465	496.6287	1228.9513	21295.2418	8784.4884	887.5287	8763.6157	10135.52035	9087.87645	145.9559	153.2715	1897.80105	1537.6866	4523.78985
SFRP2	729.38195	8491.03995	495.37275	547.2496	163.20375	234.7008	19.5775	1846.2582	3034.4828	255.8643	686.0808	421.6838	94.06785	5741.7209	5245.509	798.355	2033.9623	83.5848	96.24605	95.32605	889.5582	1141.3365	765.0598	2942.01455	23.9251
SMAD2	1508.59755	1885.2359	1764.1018	1182.8776	1964.837	1561.7985	1256.6514	1600.1484	1958.4309	1632.9018	1393.7008	1093.4557	1540.62655	1701.5222	2305.4729	1484.0989	1562.3754	1610.4945	1893.2178	1530.06325	1959.4415	1862.4408	1635.5103	1687.95705	1672.44955
SMAD3	2235.6246	1124.30535	2274.40335	1107.4351	2895.9815	1615.7391	1963.5182	1423.5518	2328.5624	1052.48	955.4307	1057.31055	784.3275	2600.8772	1684.0598	1735.9836	1467.1576	1650.4884	1802.44515	1722.78	1534.4624	1577.6758	1394.2489	1205.75705	1734.67715
SMAD4	1104.5838	1452.26145	1278.2423	1012.632	1868.52825	1694.4512	1402.9364	1380.9971	1416.0601	1620.5124	2313.7909	929.90195	1335.21435	1582.9832	2211.8003	2360.0132	1567.9439	1796.9448	2117.86395	1780.754	1915.0753	1770.5895	2743.9363	1587.2559	2367.9624
SMAD7	416.4729	671.16305	458.9956	493.9394	977.4763	926.6055	583.9793	605.9494	375.7225	409.4903	405.8042	508.35255	412.6244	1000	703.402	787.9859	940.9217	1101.4591	954.2007	973.59485	1269.5783	1307.0292	607.727	776.50055	781.40075
SNAI1	64.8431	100.69115	50.4055	111.2112	46.30175	161.0344	23.4032	99.3013	93.4915	81.1633	37.2192	129.39865	66.01545	135.8824	102.2204	98.0198	37.3675	120.3307	93.289	90.74645	139.1843	190.9247	48.2248	35.81075	178.36315
SNAI2	486.4683	371.3384	671.41895	115.8157	59.13725	225.5193	26.8184	144.8563	1030.8466	180.1159	173.2169	125.8137	103.21445	626.3014	732.4159	1213.4339	170.5259	241.1011	254.93815	180.90755	193.7775	235.1049	696.6509	163.39605	765.7066
SOX9	487.22435	1738.6466	1103.9761	4944.95	462.4944	1053.7849	2964.6563	421.193	765.7014	1604.1585	2323.9961	5286.9052	1594.44425	155.1037	2634.8398	126.1484	1526.2055	573.9284	704.4628	618.70245	275.2101	267.3611	2293.04745	1258.3153	581.80315
STRAP	2144.7565	2454.95755	2057.23205	2751.9154	3565.3858	1819.5182	2134.7985	1963.3714	3236.1929	2255.7744	1802.3957	2981.69485	1915.06015	2069.4645	2207.7799	2434.9835	1838.9474	2449.0247	2525.8503	2301.79625	1611.4544	1666.046	1794.6079	1922.975	1847.96435
TBX5	14.73275	52.9938	0	0	0	0.62	0	149.0814	93.1874	0.6013	24.8955	0	0	126.2366	92.5425	0.6601	0	0	0	0	488.4793	580.5104	103.2458	0	0
TCF3	2270.45335	1589.7152	2004.3804	2520.3965	1235.47475	812.3407	1125.7121	1521.0363	2079.1937	1986.54	1227.1429	2357.1336	3260.76655	1197.6624	944.0852	1005.6203	1405.7805	829.9953	590.9176	831.43965	804.5249	825.0286	898.8671	1291.1784	1646.70485
TCF4	525.9965	1353.3198	678.5359	471.7868	497.53525	2385.8438	214.8678	875.1511	1515.304	786.7685	733.3829	533.09785	881.7893	1739.8447	2792.6577	2987.7888	667.8049	859.2311	1041.509	633.12765	2320.768	2673.5453	1132.4095	1215.4632	3128.9528
TCF7L2	514.10825	571.91645	474.4446	1090.4255	409.4113	624.5663	423.8149	632.9811	472.9997	933.9455	535.3696	1097.75965	609.4359	622.0815	1284.693	1232.1555	1780.5627	543.1557	554.11835	541.4188	852.2409	875.8394	615.21825	1649.48865	1009.625
TGFB1	1734.0177	1003.38905	1438.3439	685.1078	757.5298	2748.9273	959.6937	1495.6076	1908.6933	1402.507	580.1066	587.0164	925.39925	1529.6671	545.4856	1580.8581	794.1997	1026.7576	836.04345	936.13115	2068.1278	2344.9787	702.13905	742.24125	1514.3842
TGFB1I1	431.2187	480.8291	307.95625	423.4367	162.80745	638.8769	128.6421	395.2866	383.4669	622.5864	705.7986	460.10875	364.87685	162.5442	262.658	193.3993	177.7239	250.8603	228.46515	194.2357	187.3098	182.1814	216.81675	174.46935	243.44115
TGFB2	67.62335	307.12095	152.9734	58.8843	58.9073	205.9165	75.2862	270.0491	171.1076	332.8402	502.0954	99.93805	246.2124	1777.1676	928.3524	5679.8587	719.3253	492.2028	338.77275	443.09455	728.7963	841.8071	1666.86375	1974.3375	4322.3314
TGFB3	284.4691	1348.3516	285.38055	134.6405	177.01015	394.1691	142.7206	383.3904	521.5408	193.6073	723.363	140.9625	257.1663	192.6126	527.7631	372.6073	36.2567	229.6451	274.9186	162.5237	916.6017	749.2608	758.99965	97.77625	693.50215
TGFBR1	929.75	1479.6713	1087.412	955.3528	1951.14445	1978.7041	1241.693	1256.4343	1259.6899	712.8435	1012.3524	1130.04245	852.71665	2363.0796	2396.8064	2317.4917	1935.0105	1195.6571	1352.2797	992.9422	3524.5518	3829.1641	1185.44705	2107.44645	2528.88905
TGFBR2	1355.7996	1806.7348	883.10055	2984.8101	3481.6119	6239.7399	2414.1092	3475.8679	1412.2807	1515.5853	1344.1896	3405.0781	918.7155	1303.9325	1783.0821	1724.0924	830.608	1561.5494	1972.4394	1699.67505	1424.6231	1431.8969	1270.40275	1121.71655	1265.7712
TGFBR3	662.059	548.1614	169.4885	390.2213	367.16465	912.6697	539.1684	219.9941	372.9016	594.7671	616.8937	423.08495	214.2723	4486.7491	9465.3649	5615.1943	3520.8748	5817.1956	7313.1031	6681.9838	12119.712	12103.2498	2372.5974	4279.02115	3235.2226
TJP1	1664.8783	1828.58355	2098.62025	1536.2663	1923.30645	2238.5234	2040.2042	2309.6097	1860.1083	2274.9096	2855.423	1590.65785	2120.41495	2482.7397	2882.1329	4052.4752	2026.5553	2430.4169	3272.6324	2851.75265	4770.9877	4600.3817	2458.2279	2338.0205	3829.11275
TMEM100	8.647	18.37755	3.9509	9.2105	11.40495	56.9933	21.2772	75.2857	26.4585	74.6904	55.7238	11.66075	15.0558	123.7337	304.8707	109.2409	215.2252	33.8296	38.22825	24.6533	2616.3328	2456.4363	130.49775	227.0086	103.34875
TRIM28	8253.36385	5791.01155	8200.65585	7498.9396	4420.7799	3324.6689	3626.3158	5120.6697	7627.1739	8938.1172	5812.3914	7056.6803	10679.23095	752.3288	705.6856	400	523.6097	455.6427	569.68465	477.23225	664.507	626.4329	762.753	433.91585	561.197
TRIM62	365.0283	294.9053	218.42235	135.5	148.85895	149.2137	135.932	193.5528	212.0141	404.0308	364.0811	134.12325	214.53625	159.687	224.1379	97.5265	33.0309	243.394	359.7866	363.212	81.1847	89.5482	124.8902	45.60805	118.50805
TWIST1	71.18755	106.383	49.2677	37.8803	5.31635	15.2618	2.0317	21.4913	106.1533	103.9312	157.4257	43.32365	76.29425	307.7725	301.4136	722.4422	13.1761	12.0562	8.60065	6.85035	6.1254	6.5986	50.2884	23.2656	436.7321
VASN	332.21565	373.88235	413.25215	183.2612	1598.6396	1451.3238	1778.0405	731.767	289.6175	2501.521	780.7665	205.7151	1203.55575	721.1308	454.5455	977.7385	149.0609	2094.6111	1469.8655	2430.87145	703.8192	845.706	437.4855	138.33415	1499.0492
VIM	7221.48675	19209.9303	6313.44695	6171.3733	4572.555	79505.841	36683.0795	16820.5904	10842.4023	19167.0338	6992.9996	6069.3604	33985.1885	23431.1572	47901.736	54114.5545	11100.2462	10077.2744	10987.40715	10699.389	40169.0255	46005.1636	11053.37725	13931.73805	65967.0621
WNT11	20.8231	34.65125	26.8288	151.634	170.5136	6.747	6.5917	24.1636	52.2023	224.6567	72.39	248.9607	150.838	33.8192	224.7227	74.9117	78.3941	91.8555	28.1877	20.60125	93.75	99.3495	87.0826	76.62315	105.82085
WNT16	3.19855	0.98705	3.1746	1.2453	0.79535	0.9923	0.6062	3.337	7.932	1.7757	5.2448	1.4566	3.0565	1.7498	0.8865	3.6304	4.1131	1.7307	1.76205	2.53675	2.6019	2.5	18.6645	11.8176	2.66835
WNT2	75.63195	167.63925	72.9726	135.7143	23.9205	1.5875	5.9472	137.3809	113.9571	51.0558	40.6846	193.47025	201.62055	38.8235	93.1264	1008.3619	2.2297	14.4878	14.5339	13.72125	355.4267	411.573	110.91255	3.64995	1117.0149
WNT4	76.3047	126.80605	289.99705	81.8713	24.8489	6.6105	15.7048	72.3911	126.3213	73.1508	169.9623	103.0385	68.6335	201.1952	117.3238	293.2862	144.2806	45.4233	29.56115	29.31495	103.537	96.8307	249.4509	123.18785	525.03645
WNT5A	724.7885	372.30215	472.4266	404.4421	57.93895	108.169	592.1371	469.117	1568.3241	403.1731	375.1051	556.86615	779.55	1142.0815	410.8674	419.1419	168.2335	216.1795	208.3452	183.88835	530.722	493.0332	633.46075	196.4165	1748.0349
WWTR1	241.2876	412.08425	321.33545	138.9867	493.3928	1437.9189	665.0719	489.4888	683.1614	873.9313	339.3277	127.94345	416.1776	497.7458	824.7326	438.3675	238.6793	1061.1023	1243.3321	1034.40365	939.6888	937.6269	596.8644	551.79475	583.57555
ZEB1	232.5435	642.0288	162.9844	287.0691	288.41965	1210.9709	310.2999	408.8464	350.6745	189.2503	462.02	341.2187	204.05175	1008.5832	1271.0515	3770.4099	547.7618	658.7918	798.2558	586.1729	1257.3376	1275.2046	864.45105	1743.50215	2780.50445
ZEB2	247.266	589.80305	192.175	295.279	246.71025	1956.0393	726.2301	691.9113	499.8238	339.3882	335.4621	330.1194	173.22455	1360.6179	1630.2711	1102.1201	873.4836	788.8927	1130.7924	747.5882	2230.4482	2502.9625	614.13225	1230.7908	1220.6196
ZNF703	219.9329	591.9974	206.87165	1286.4734	47.07995	50.7581	40.4355	98.1	326.1231	810.9124	256.489	1178.89665	415.8805	293.5644	228.5586	166.1412	786.3188	96.3006	49.93115	63.36465	83.5519	86.9139	252.8278	604.65445	399.21075
