NAME	BLCA_C	BRCA_C	CESC_C	COAD_C	KICH_C	KIRC_C	KIRP_C	LUAD_C	LUSC_C	OV_C	PRAD_C	READ_C	UCEC_C	BLCA_N	BRCA_N	CESC_N	COAD_N	KICH_N	KIRC_N	KIRP_N	LUAD_N	LUSC_N	PRAD_N	READ_N	UCEC_N
STK25	1871.57235	1434.7469	1864.85945	1818.7891	1420.67485	1965.7534	2222.1358	1831.5549	1901.78	2543.9479	2091.1602	1862.0941	2737.8088	1679.8088	1382.6127	2237.4558	1504.8513	1931.6661	1627.4419	2074.3805	1421.9944	1525.214	1771.6524	1379.47915	2100.641
STX12	991.31495	1213.0738	952.42745	968.7347	922.35185	1587.4962	1025.522	1321.3859	1014.2562	797.0177	1236.6689	965.37415	740.9649	1556.5371	1897.3818	1875.257	1780.6952	1796.2981	1727.04885	1400.30905	2656.1723	2505.305	1633.34425	1795.17605	1215.7149
TFEB	375.4551	276.49705	505.79325	432.6483	1159.56315	543.3843	607.6834	463.7514	334.0987	375.8013	780.5755	473.3793	377.58525	661.8738	345.0164	556.5371	647.9103	706.8342	541.4965	794.9711	587.8304	591.737	679.21775	582.0108	415.0272
TFPT	490.29445	313.54715	379.98185	264.9495	229.3904	197.5239	272.7978	267.0839	293.2551	434.7578	675.0936	276.9594	599.31905	253.0753	156.1697	289.9241	242.5985	234.0302	151.06995	199.73165	250.7867	250.4283	474.59825	216.979	343.57735
TGFB1	1734.0177	1003.38905	1438.3439	685.1078	757.5298	2748.9273	959.6937	1495.6076	1908.6933	1402.507	580.1066	587.0164	925.39925	1529.6671	545.4856	1580.8581	794.1997	1026.7576	836.04345	936.13115	2068.1278	2344.9787	702.13905	742.24125	1514.3842
TGFB2	67.62335	307.12095	152.9734	58.8843	58.9073	205.9165	75.2862	270.0491	171.1076	332.8402	502.0954	99.93805	246.2124	1777.1676	928.3524	5679.8587	719.3253	492.2028	338.77275	443.09455	728.7963	841.8071	1666.86375	1974.3375	4322.3314
TIMM50	1199.4314	733.74805	1031.8333	1141.1936	1350.2309	676.886	1014.2187	880.3828	1148.9088	1283.9346	788.5105	1121.52205	1421.74645	703.6782	539.9023	727.3927	687.0175	824.7672	643.7103	802.7482	542.0028	560.048	695.03735	700.3119	720.62965
TJP1	1664.8783	1828.58355	2098.62025	1536.2663	1923.30645	2238.5234	2040.2042	2309.6097	1860.1083	2274.9096	2855.423	1590.65785	2120.41495	2482.7397	2882.1329	4052.4752	2026.5553	2430.4169	3272.6324	2851.75265	4770.9877	4600.3817	2458.2279	2338.0205	3829.11275
TJP2	2288.2678	1467.6428	2596.3663	3161.5894	2888.56885	1702.8278	2842.8774	1678.6733	1549.8806	1790.3226	1686.7957	3221.64235	1636.8798	3218.8825	2066.087	1153.1353	2988.8073	2865.4508	2829.3238	2680.21215	3158.2992	2901.0347	1912.0961	2329.95285	1180.99425
TM9SF1	1681.06275	2061.34615	1747.9062	1393.34	2077.07205	1750.8326	2010.3009	1882.6529	1590.3267	1986.7527	2563.0363	1277.442	2204.6362	1259.0121	1491.9622	1574.7809	1640.2147	1966.3331	1996.893	2116.70335	1572.1716	1632.2545	2413.56115	1502.1422	1680.1098
TMEM59	5313.83555	5878.41005	5523.43585	5652.9239	5067.4319	6440.4514	4863.4989	6728.5193	4169.1865	6468.125	8998.5595	5784.61775	4189.4212	258.9147	333.3712	248.3893	239.3524	339.5338	333.2459	320.1086	200.7874	218.3262	306.2586	242.1711	300.7516
TNFRSF10A	101.6828	100.9604	146.87135	221.0716	27.25215	130.0216	91.0199	171.6028	141.7625	67.4624	60.2778	169.8248	95.52755	94.9535	125.399	36.9637	128.6848	79.1394	86.2038	87.44715	115.866	147.9931	60.69355	115.56775	44.30045
TNFRSF12A	1323.30955	769.3696	1524.9076	1079.9327	867.3413	1477.1564	6278.9522	1519.1239	885.4278	1384.4805	225.4324	1023.1457	792.5631	662.0186	368.2917	505.6106	145.5411	2231.7618	895.7655	1181.098	905.1205	887.7634	329.44605	202.48745	362.87355
TNFRSF1B	724.54755	640.91725	756.0227	1561.3696	501.27305	1687.1935	757.5591	1286.3696	784.3772	569.7484	404.7098	1535.8605	586.4444	998.2502	1251.1295	1350.8251	1413.1737	665.9626	584.59395	551.46195	1965.0317	2566	400.29345	1244.36985	1228.37225
TNFRSF8	14.09265	17.4281	16.1985	12.5188	5.94315	19.2072	8.9097	25.0458	27.3363	31.1964	5.8976	12.8012	18.9448	15.5039	59.2726	37.4558	14.9105	16.5121	14.82715	19.75335	48.9108	58.2192	6.4281	12.84915	52.0709
TNFSF10	1852.14535	2925.76485	5860.5844	1333.1595	483.99485	5000.3043	7389.8858	2148.7603	4228.4844	2247.7101	4071.9421	1261.14555	1330.99785	1217.1002	3856.451	1285.8122	3537.1069	2626.5144	3331.1783	3267.625	4025.0804	4405.1126	3195.3705	3228.9397	1965.27305
TP63	2578.82465	122.1116	4952.45785	3.5842	8.8485	10.5118	2.428	69.6532	9663.4745	15.4708	318.8635	3.92685	24.92	938.911	1921.8968	21.7822	7.1267	10.6933	18.3623	17.336	112.4744	184.2147	1705.3274	13.5749	12.5676
ULK2	346.8103	625.39625	385.1666	231.4911	308.2406	577.4931	613.0302	420.2236	426.3411	341.5179	644.5465	209.8348	420.5127	491.5966	807.2895	761.1307	242.0932	570.4675	614.0888	601.58455	892.2639	786.0406	702.4162	398.51385	742.6614
UNC5A	2.68265	57.53875	4.555	4.0946	14.00335	17.9547	15.3934	9.2692	6.5462	342.9538	41.2741	3.14455	24.5111	3.8356	24.3714	15.1815	2.79	1.4582	1.8778	4.34155	7.5301	9.2188	9.3731	4.0768	35.2764
USP10	1579.19255	1503.5007	1657.5719	1886.037	1917.7341	1591.9516	1604.9166	1427.6913	1791.453	1540.5495	1648.754	2069.9333	1406.70375	1601.108	1495.6971	1201.3201	1548.0326	1422.2155	1621.75825	1529.9721	1117.0337	1188.0412	1718.4629	1450.5563	1520.60795
USP13	231.69105	591.3816	316.93545	253.8525	122.66475	341.9093	222.919	577.9307	527.361	347.9335	557.7818	240.2232	395.4469	322.5761	747.9521	477.8878	171.8615	423.1815	529.4446	437.6516	807.099	736.0819	483.9958	331.967	507.1377
USP28	428.0704	487.09925	519.68625	505.8444	899.99525	424.1224	364.8558	571.5486	772.8289	1031.2393	468.7626	508.42055	527.30105	492.4747	565.317	380.198	462.8462	462.1652	489.99865	440.0149	369.6822	401.634	586.9432	447.5413	468.7172
VAMP7	966.6613	1122.98315	923.32945	964.7587	1236.35115	1024.4849	888.0562	1022.9594	1006.7453	704.1199	919.8591	1087.48505	707.99605	932.6156	1096.3083	722.6148	991.195	1333.7438	1509.3549	1205.13945	1072.8633	1055.9028	933.83125	1022.4804	999.2238
VIM	7221.48675	19209.9303	6313.44695	6171.3733	4572.555	79505.841	36683.0795	16820.5904	10842.4023	19167.0338	6992.9996	6069.3604	33985.1885	23431.1572	47901.736	54114.5545	11100.2462	10077.2744	10987.40715	10699.389	40169.0255	46005.1636	11053.37725	13931.73805	65967.0621
VPS41	952.87935	1131.15565	812.96235	1001.4911	1555.8569	1261.2328	1386.0649	1306.1521	1138.5389	954.386	1140.6559	1062.35275	759.7921	1171.4639	1258.9445	890.8127	970.6697	1413.809	1580.0199	1303.57095	1263.2979	1278.8991	1266.2143	980.11755	920.3205
VPS4B	1259.09855	1484.33	1520.8055	1237.9609	1295.32335	1217.3913	831.0924	1175.9603	1514.0899	879.3304	1074.0113	1132.2841	787.9668	1339.9417	1694.5085	1007.0671	2428.355	1103.5788	1317.22075	1119.2272	1397.4277	1289.178	1306.9342	2262.57165	1063.12125
VTA1	1077.24945	1071.4198	1146.1576	1109.1637	415.7354	789.0131	827.9731	807.1873	1285.0783	1171.389	776.4471	1226.1437	879.3135	851.6643	962.5503	774.9117	1280.1908	864.8159	966.2468	838.683	739.9076	746.1774	850.26815	1292.1298	827.92245
XIAP	1342.5474	1564.03815	1323.2207	1637.111	1891.1709	1334.214	1128.3477	1717.8465	1291.5639	1027.4262	1499.3711	1735.7427	1278.767	1261.1765	1579.1304	1267.4912	1834.6957	1648.1985	1912.9206	1645.16015	1567.484	1404.5872	1549.93945	1741.2607	1169.3149
ZCCHC17	740.64935	758.3921	863.13925	574.0596	445.7163	577.6805	573.9023	670.3378	720.608	861.1912	778.4585	586.48475	942.4196	688.1678	664.2475	814.8515	517.8951	740.7538	660.45075	588.02215	575.2688	581.5419	816.5742	602.94025	784.559
ZNF346	225.804	300.5286	270.0093	184.2825	243.27065	285.9798	243.4172	211.5758	222.5031	325.6018	297.0591	177.7291	383.1335	234.2699	291.3525	345.8746	158.8671	290.5208	247.94135	269.30805	195.0301	198.5788	300.8483	170.20955	406.32335
